abetìnö<-vocal.7.b--abitìnö<-vocal.5.a--abitìnu<-degem.6--abbitìnu,afer.1 leniz.5 vocal.10
pregatuòriö<-vocal.7.b--prigatuòriö<-vocal.5.a--prigatuòriu<-ditt.2.b--prigatòriu,
preghièra<-vocal.7.b--prighièra<-ditt.1.b--prighèra,
preghè<-vocal.7.b--prighè<-palat.3--prigàri,
pregè<-palat.9--pregiàri<-degem.9--preggiàri,
premë̀tö<-vocal.8.a--prumë̀tö<-vocal.10--prumìtö<-inf.3.a--prumìtiri<-degem.2--prumìttiri<-degem.16--prummìttiri,
premièra<-vocal.7.b--primièra<-ditt.1.b--primèra,
premö̀ra<-vocal.7.b--primö̀ra<-vocal.5.c--primùra,
premìssö<-vocal.7.b--primìssö<-vocal.5.a--primìssu<-degem.16--primmìssu,vocal.10
premùra<-vocal.7.b--primùra,vocal.5.c
prencepïè<-vocal.7.b--principïè<-palat.10--principïàri,assib.4 assib.9 ditt.1.b leniz.3
prencipë̀ssa<-vocal.7.b--principë̀ssa<-vocal.10--principìssa,assib.9 leniz.3 vocal.7.b
prencipàlë<-vocal.7.b--principàlë<-vocal.2.a--principàli,assib.9 leniz.12 leniz.3 vocal.7.b vocal.13
prencìpiö<-vocal.7.b--princìpiö<-vocal.5.a--princìpiu,assib.9 leniz.3 vocal.10
preparè<-vocal.7.b--priparè<-palat.5--priparàri,leniz.3
presentè<-palat.5--presentàri,
presgìn<-vocal.8.a--prusgìn<-leniz.16--prusgìnu<-assib.7--prucìnu,vocal.10
prestë̀zza<-vocal.7.b--pristë̀zza<-vocal.10--pristìzza,
presèpiö<-vocal.7.b--prisèpiö<-vocal.5.a--prisèpiu,ditt.1.b leniz.3
presùtö<-vocal.8.a--prusùtö<-vocal.5.a--prusùtu<-degem.2--prusùttu,vocal.5.c
pretë̀sa<-vocal.10--pretìsa,leniz.5
pretö̀rë<-vocal.7.b--pritö̀rë<-vocal.5.c--pritùrë<-vocal.2.a--pritùri,leniz.5 vocal.13
pretùra<-vocal.7.b--pritùra,leniz.5 vocal.5.c
prevedènzia<-vocal.8.a--pruvedènzia<-vocal.7.b--pruvidènzia,ditt.1.b
preveliègiö<-vocal.7.b--priviliègiö<-vocal.5.a--priviliègiu<-ditt.1.b--privilègiu<-degem.9--privilèggiu,leniz.12
prevenì<-vocal.7.b--privinì<-inf.2--privinìri,
prevenìsciö<-vocal.7.b--privinìsciö<-inf.4--privinìri,vocal.10
prevènza<-vocal.8.a--pruvènza,ditt.1.b
prevìghja<-vocal.8.a--pruvìghja<-degem.9--pruvìgghja,vocal.10
prevìn<-vocal.8.a--pruvìn<-leniz.16--pruvìnu,vocal.10
prevìsta<-vocal.8.a--pruvìsta,vocal.10
prezzè<-vocal.7.b--prizzè<-palat.5--prizzàri,
preìnchjö<-vocal.8.a--pruìnchjö<-inf.3.c--pruìnchjiri,vocal.10
primavèra,ditt.1.b vocal.7.b
privè<-palat.5--privàri,vocal.7.b
prièdega<-vocal.7.b--prièdiga<-leniz.1--prièdica,
prièzzö<-vocal.5.a--prièzzu<-ditt.1.b--prèzzu,
procièdö<-inf.3.a--procièdiri<-ditt.1.b--procèdiri,assib.6.d
profitè<-palat.5--profitàri<-degem.5--pprofitàri<-degem.2--pprofittàri<-afer.1--approfittàri,vocal.7.b
progrèssö<-vocal.5.a--progrèssu,ditt.1.b
progètö<-vocal.5.a--progètu<-degem.9--proggètu<-degem.2--proggèttu,ditt.1.b
proibìsciö<-inf.4--proibìri<-degem.6--proibbìri,vocal.10
propietà,leniz.3 leniz.5
protetö̀rë<-vocal.5.c--protetùrë<-vocal.2.a--protetùri<-degem.2--protettùri,leniz.5 vocal.13
prudènza,ditt.1.b vocal.11
prunèdda<-degem.4--prunèḍḍa,ditt.1.b vocal.11
pruòva<-ditt.2.b--pròva,
prègiö<-vocal.5.a--prègiu<-degem.9--prèggiu,ditt.1.b
prèmiö<-vocal.5.a--prèmiu,ditt.1.b
prèscia,ditt.1.b
prìa,vocal.10
prìcö<-vocal.5.a--prìcu,leniz.1 vocal.10
prìcölö<-vocal.5.a--prìculu,leniz.1 leniz.12 vocal.10
prìma,vocal.10
pròssemö<-vocal.7.b--pròssimö<-vocal.5.a--pròssimu,ditt.2.b
pròvela<-vocal.8.a--pròvula,ditt.2.b leniz.12
pröbichè<-vocal.5.a--prubichè<-palat.1--prubicàri<-degem.6--prubbicàri,leniz.1 vocal.7.b
pröcessè<-vocal.7.b--pröcissè<-vocal.5.a--prucissè<-palat.5--prucissàri,assib.4 
pröcèssö<-vocal.5.a--prucèssu,assib.5 ditt.1.b
pröfitè<-vocal.5.a--prufitè<-palat.5--prufitàri<-degem.2--prufittàri,leniz.5 vocal.7.b
pröpèta<-vocal.5.a--prupèta<-degem.2--prupètta,ditt.1.b leniz.3 
prötestè<-vocal.7.b--prötistè<-vocal.5.a--prutistè<-palat.5--prutistàri,leniz.5
prötiègiö<-vocal.5.a--prutiègiö<-inf.3.b.2--prutiègiri<-ditt.1.b--prutègiri<-degem.9--prutèggiri,leniz.5
prötèstö<-vocal.5.a--prutèstu,ditt.1.b leniz.5
prövë̀dö<-vocal.5.a--pruvë̀dö<-vocal.10--pruvìdö<-inf.3.a--pruvìdiri,
prövinàda<-vocal.5.a--pruvinàda<-leniz.5--pruvinàta<-degem.12--pruvvinàta,vocal.7.b
prövàina<-vocal.5.a--pruvàina<-leniz.3--prupàina,
prövàna<-vocal.5.a--pruvàna,
prövània<-vocal.5.a--pruvània<-leniz.3--prupània,
prövè<-vocal.5.a--pruvè<-palat.5--pruvàri,
prövìsta<-vocal.5.a--pruvìsta,vocal.10
prùn<-leniz.17--prùnu,vocal.5.c
prùna,vocal.5.c
pudìa,vocal.10 vocal.11
pugnàlë<-vocal.2.a--pugnàli,leniz.12 vocal.11 vocal.13
pugnïè<-palat.10--pugnïàri,vocal.11
pulìa,leniz.12 vocal.10 vocal.11
purciddàna<-degem.4--purciḍḍàna,assib.11 vocal.11 vocal.7.b 
purrìn<-leniz.16--purrìnu,vocal.11
pàcö<-vocal.5.a--pàcu<-degem.7--pàccu,
pàgena<-vocal.7.b--pàgina<-degem.9--pàggina,
pàghja<-degem.9--pàgghja,
pàgnö<-vocal.5.a--pàgnu,
pàiöla<-vocal.5.a--pàiula,leniz.12
pàla,leniz.12
pàliö<-vocal.5.a--pàliu,leniz.12
pàmpena<-vocal.7.b--pàmpina,
pàn<-leniz.13--pàni,
pànza,
pànö<-vocal.5.a--pànu<-degem.17--pànnu,
pàpa,leniz.3
pàpera<-vocal.7.b--pàpira,leniz.3
pàpöla<-vocal.5.a--pàpula,leniz.12 leniz.3
pàra,
pàrcö<-vocal.5.a--pàrcu,
pàrma,
pàrpetö<-vocal.7.b--pàrpitö<-vocal.5.a--pàrpitu,leniz.5
pàrrecö<-vocal.8.a--pàrrucö<-vocal.5.a--pàrrucu,leniz.1
pàrtö<-vocal.13--pàrti,
pàrö<-inf.3.a--pàriri,
pàsciö<-inf.3.b.1--pàsciri,
pàscölö<-vocal.5.a--pàsculu,leniz.12
pàssa,
pàssera<-vocal.7.b--pàssira,
pàsserö<-vocal.7.b--pàssirö<-vocal.5.a--pàssiru,
pàssiö<-vocal.5.a--pàssiu,
pàssö<-vocal.5.a--pàssu,
pàssöla<-vocal.5.a--pàssula,leniz.12
pàsta,
pàta<-degem.2--pàtta,
pàtria<-deretr.1--pàṭṛia,
pàtrë<-vocal.2.a--pàtri<-deretr.1--pàṭṛi,vocal.13
pàtë<-vocal.2.a--pàti<-degem.2--pàtti,
pàtö<-inf.3.a--pàtiri,leniz.5
pàvöla<-vocal.5.a--pàvula<-leniz.3--pàpula,leniz.12
pàzzö<-vocal.5.a--pàzzu,
pàö<-vocal.5.a--pàu<-leniz.12--pàlu,
pècö<-vocal.5.a--pècu<-degem.7--pèccu,ditt.1.b
pèrdeta<-vocal.7.b--pèrdita,ditt.1.b leniz.5
pèrdö<-inf.3.a--pèrdiri,ditt.1.b
pèrgöla<-vocal.5.a--pèrgula,ditt.1.b leniz.12
pèrnö<-vocal.5.a--pèrnu,ditt.1.b
pèrsegö<-vocal.7.b--pèrsigö<-vocal.5.a--pèrsigu<-leniz.1--pèrsicu,ditt.1.b
pèrtega<-vocal.7.b--pèrtiga<-leniz.1--pèrtica,ditt.1.b
pèsta,ditt.1.b
pètra<-deretr.1--pèṭṛa,ditt.1.b
pèzza,ditt.1.b
pèzzö<-vocal.5.a--pèzzu,ditt.1.b
pìchjö<-vocal.5.a--pìchju<-degem.7--pìcchju,leniz.19.e vocal.10
pìcö<-vocal.5.a--pìcu,leniz.1 vocal.10
pìghera<-vocal.8.c--pìgura,vocal.10
pìla,leniz.12 vocal.10
pìlecö<-vocal.7.b--pìlicö<-vocal.5.a--pìlicu,leniz.1 leniz.12 vocal.10
pìnta,vocal.10
pìntö<-vocal.5.a--pìntu,vocal.10
pìnza,vocal.10
pìnöla<-vocal.5.a--pìnula<-degem.17--pìnnula,
pìpa,leniz.3 vocal.10
pìpö<-vocal.5.a--pìpu,leniz.3 vocal.10
pìvöla<-vocal.5.a--pìvula,leniz.12 vocal.10
pìzzö<-vocal.5.a--pìzzu,vocal.10
pïàtö<-vocal.5.a--pïàtu<-degem.2--pïàttu,
pòmpa,ditt.2.b
pònchja,ditt.2.b
pòntë<-vocal.2.a--pònti,ditt.2.b vocal.13
pòpölö<-vocal.5.a--pòpulu,ditt.2.b leniz.12 leniz.3
pòrca,ditt.2.b
pòrcö<-vocal.5.a--pòrcu,ditt.2.b
pòrgiö<-inf.3.b.2--pòrgiri,ditt.2.b
pòrta,ditt.2.b
pòsta,ditt.2.b
pòstö<-vocal.5.a--pòstu,ditt.2.b
pòvera<-vocal.7.b--pòvira,ditt.2.b
pòverö<-vocal.7.b--pòvirö<-vocal.5.a--pòviru,ditt.2.b
pöddàra<-vocal.5.a--puddàra<-degem.4--puḍḍàra,
pöddàrö<-vocal.5.a--puddàru<-degem.4--puḍḍàru,
pöddàstra<-vocal.5.a--puddàstra<-deretr.3--puddàṣṭṛa<-degem.4--puḍḍàṣṭṛa,
pödë̀<-vocal.5.a--pudë̀<-leniz.5--putë̀<-inf.1--putìri,
pödè<-vocal.5.a--pudè<-palat.5--pudàri<-leniz.5--putàri,
pödìa<-vocal.5.a--pudìa,vocal.10
pöiàda<-vocal.5.a--puiàda<-leniz.5--puiàta<-degem.5--ppuiàta<-afer.1--appuiàta,
pölezzìa<-vocal.7.b--pölizzìa<-vocal.5.a--pulizzìa,leniz.12 vocal.10
pölezzïè<-vocal.7.b--pölizzïè<-vocal.5.a--pulizzïè<-palat.10--pulizzïàri,leniz.12
pölìa<-vocal.5.a--pulìa,leniz.12 vocal.10
pölìsciö<-vocal.5.a--pulìsciö<-inf.4--pulìri,leniz.12 vocal.10
pömesgïè<-vocal.7.b--pömisgïè<-vocal.5.a--pumisgïè<-palat.10--pumisgïàri<-assib.8--pumicïàri,
pömë̀tö<-vocal.5.a--pumë̀tu<-vocal.10--pumìtu,leniz.5
pömièrö<-vocal.9.a--pömièri<-vocal.5.a--pumièri,
pömö̀n<-vocal.5.a--pumö̀n<-leniz.14--pumùni,
pömö̀zzö<-vocal.5.c--pömùzzö<-vocal.5.a--pumùzzu,
pömpièrö<-vocal.9.a--pömpièri<-vocal.5.a--pumpièri<-ditt.1.b--pumpèri,
pömàda<-vocal.5.a--pumàda<-leniz.5--pumàta,
pöntalàda<-vocal.5.a--puntalàda<-leniz.5--puntalàta,leniz.12
pöntapànö<-vocal.5.a--puntapànu<-degem.5--ppuntapànu<-degem.17--ppuntapànnu,
pöntaruòö<-vocal.5.a--puntaruòu<-leniz.12--puntaruòlu,
pöntesgèö<-vocal.7.b--pöntisgèö<-vocal.5.a--puntisgèu<-degem.20--puntisgèḍḍu<-assib.5--punticèḍḍu,ditt.1.b
pöntiddè<-vocal.5.a--puntiddè<-palat.5--puntiddàri<-degem.4--puntiḍḍàri,vocal.7.b
pöntö̀rö<-vocal.5.c--pöntùrö<-vocal.5.a--puntùru,
pöntàda<-vocal.5.a--puntàda<-leniz.5--puntàta,
pöntàö<-vocal.9.b--pöntàli<-vocal.5.a--puntàli,
pöntè<-vocal.5.a--puntè<-palat.5--puntàri,
pöntèö<-vocal.5.a--puntèu<-degem.20--puntèḍḍu,ditt.1.b
pöntìddö<-vocal.5.a--puntìddu<-degem.4--puntìḍḍu,vocal.10
pöntìghjö<-vocal.5.a--puntìghju<-degem.9--puntìgghju,vocal.10
pöntìna<-vocal.5.a--puntìna,vocal.10
pöntïè<-vocal.5.a--puntïè<-palat.10--puntïàri,
pöntöràda<-vocal.5.a--punturàda<-leniz.5--punturàta,
pöntörïè<-vocal.5.a--punturïè<-palat.10--punturïàri,
pönèntë<-vocal.5.a--punèntë<-vocal.2.a--punènti,ditt.1.b
pörcarìa<-vocal.5.a--purcarìa,vocal.10
pörceddàna<-vocal.7.b--pörciddàna<-vocal.5.a--purciddàna<-degem.4--purciḍḍàna,assib.11 assib.4
pörchë̀tö<-vocal.5.a--purchë̀tu<-vocal.10--purchìtu<-degem.2--purchìttu,
pörcàrö<-vocal.5.a--purcàru,
pörghè<-vocal.5.a--purghè<-palat.3--purgàri,
pörgàntë<-vocal.5.a--purgàntë<-vocal.2.a--purgànti,vocal.13
pörpö̀n<-vocal.5.a--purpö̀n<-leniz.14--purpùni,
pörrë̀ta<-vocal.5.a--purrë̀ta<-vocal.10--purrìta<-degem.2--purrìtta,
pörrë̀tö<-vocal.5.a--purrë̀tu<-vocal.10--purrìtu<-degem.2--purrìttu,
pörràzzö<-vocal.5.a--purràzzu,
pörrìn<-vocal.5.a--purrìn<-leniz.16--purrìnu,vocal.10
pörtegà<-vocal.7.b--pörtigà<-vocal.5.a--purtigà<-leniz.7--purtigàtu<-leniz.1--purticàtu,
pörtegàö<-vocal.8.a--pörtugàö<-vocal.5.a--purtugàu<-degem.19--purtugàllu,
pörtö̀n<-vocal.5.a--purtö̀n<-leniz.14--purtùni,
pörtàlë<-vocal.5.a--purtàlë<-vocal.2.a--purtàli,leniz.12 vocal.13
pörtè<-vocal.5.a--purtè<-palat.5--purtàri,
pörtèdda<-vocal.5.a--purtèdda<-degem.4--purtèḍḍa,ditt.1.b
pörtèö<-vocal.5.a--purtèu<-degem.20--purtèḍḍu,ditt.1.b
pörtìna<-vocal.5.a--purtìna,vocal.10
pössièdö<-vocal.5.a--pussièdö<-inf.3.a--pussièdiri<-ditt.1.b--pussèdiri,
pössèssö<-vocal.5.a--pussèssu,ditt.1.b
pöstièrö<-vocal.9.a--pöstièri<-vocal.5.a--pustièri,
pöstèma<-vocal.5.a--pustèma,ditt.1.b
pöstìa<-vocal.5.a--pustìa,
pöstïè<-vocal.5.a--pustïè<-palat.10--pustïàri,
pösuòö<-vocal.5.a--pusuòu<-leniz.12--pusuòlu<-ditt.2.b--pusòlu,vocal.11
pösàda<-vocal.5.a--pusàda<-leniz.5--pusàta,
pösè<-vocal.5.a--pusè<-palat.5--pusàri,
pötë̀re<-vocal.7.a--pötë̀ri<-vocal.5.a--putë̀ri<-vocal.10--putìri,leniz.5 vocal.13
pötènzia<-vocal.5.a--putènzia,ditt.1.b leniz.5
pövertà<-vocal.7.b--pövirtà<-vocal.5.a--puvirtà,
pöveràzzö<-vocal.7.b--pöviràzzö<-vocal.5.a--puviràzzu,
pözzö̀n<-vocal.5.a--puzzö̀n<-leniz.14--puzzùni<-degem.5--ppuzzùni,
pözzè<-vocal.5.a--puzzè<-palat.5--puzzàri,
pùgnö<-vocal.5.a--pùgnu,vocal.5.c
pùpa,leniz.3 vocal.5.c
pùpö<-vocal.5.a--pùpu,leniz.3 vocal.5.c
pùrpetö<-vocal.7.b--pùrpitö<-vocal.5.a--pùrpitu,leniz.5 vocal.5.c
quadràtö<-vocal.5.a--quadràtu,leniz.7 leniz.11 leniz.5
quadèrnö<-vocal.5.a--quadèrnu,ditt.1.b
quaghjàda<-leniz.5--quaghjàta<-degem.9--quagghjàta,
quaghjè<-palat.5--quaghjàri<-degem.9--quagghjàri,
qualità,leniz.12 leniz.5 vocal.7.b
quantità,leniz.5
quarantë̀na<-vocal.10--quarantìna,
quarantö̀rë<-vocal.5.c--quarantùrë<-vocal.2.a--quarantùri,
quaresimàlë<-vocal.2.a--quaresimàli,assib.1.a leniz.12 vocal.7.b vocal.13
quarë̀sema<-vocal.7.b--quarë̀sima<-vocal.10--quarìsima,assib.1.a
quartarö̀n<-leniz.14--quartarùni,
quartièrö<-vocal.9.a--quartièri<-ditt.1.b--quartèri,
quartö̀n<-leniz.14--quartùni,
quartècia,assib.6.d ditt.1.b
quartìghja<-degem.9--quartìgghja,vocal.10
quartìghjö<-vocal.5.a--quartìghju<-degem.9--quartìgghju,vocal.10
quartìnö<-vocal.5.a--quartìnu,vocal.10 leniz.16
quartïè<-palat.10--quartïàri,
quartòta<-degem.2--quartòtta,ditt.2.b
quartùciö<-vocal.5.a--quartùciu<-degem.7--quartùcciu,vocal.5.c assib.6.d
quarèla,ditt.1.b leniz.12
quarèsema<-vocal.7.b--quarèsima,ditt.1.b vocal.11
quatrë̀na<-vocal.10--quatrìna<-degem.23--quaṭṭṛìna,
quatràtö<-vocal.5.a--quatràtu<-deretr.1--quaṭṛàtu,leniz.5
quatrè<-palat.5--quatràri<-deretr.1--quaṭṛàri,
quatèrna,ditt.1.b leniz.5
questö̀rë<-vocal.5.c--questùrë<-vocal.2.a--questùri,vocal.13
quindecìna<-vocal.7.b--quindicìna,assib.7 vocal.10 vocal.7.b
quàdrö<-vocal.5.a--quàdru,leniz.11
quàghja<-degem.9--quàgghja,
quàghjö<-vocal.5.a--quàghju<-degem.9--quàgghju,
quàrrö<-vocal.5.a--quàrru,
quàrtö<-vocal.5.a--quàrtu,
quàtrö<-vocal.5.a--quàtru<-deretr.1--quàṭṛu,
quìnte<-vocal.8.a--quìntu,vocal.10
quìntö<-vocal.5.a--quìntu,vocal.10
rancàscia,elim.5
randë̀zza<-vocal.10--randìzza,elim.5
redità<-vocal.7.b--ridità,leniz.5 vocal.7.b
rë̀na<-vocal.10--rìna<-afer.1--arìna,
rë̀sca<-vocal.10--rìsca,
rrabïèssë<-palat.11--rrabïàrisi<-degem.6--rrabbïàrisi<-afer.1--arrabbïàrisi,
rracamè<-palat.5--rracamàri<-degem.7--rraccamàri,
rrachjè<-palat.5--rrachjàri<-degem.7--rracchjàri,leniz.19.e
rracinàntë<-vocal.2.a--rracinànti,assib.6.d vocal.7.b
rracinàrö<-vocal.5.a--rracinàru,assib.6.d vocal.7.b
rracàmö<-vocal.5.a--rracàmu<-degem.7--rraccàmu,elim.3 elim.5 leniz.1
rracìna,assib.6.d vocal.7.b
rracömandè<-vocal.5.a--rracumandè<-palat.5--rracumandàri<-dissim.2--rracumannàri<-degem.7--rraccumannàri,
rradigàda<-leniz.5--rradigàta<-leniz.1--rradicàta,vocal.7.b
rradùda<-leniz.5--rradùta,vocal.5.c
rraghjàda<-leniz.5--rraghjàta<-degem.9--rragghjàta,
rraghjè<-palat.5--rraghjàri<-degem.9--rragghjàri,
rragnàda<-leniz.5--rragnàta,
rragè<-palat.9--rragiàri<-degem.9--rraggiàri,
rragömïè<-vocal.5.a--rragumïè<-palat.10--rragumïàri,
rramazzadö̀re<-vocal.7.a--rramazzadö̀ri<-vocal.5.c--rramazzadùri<-leniz.5--rramazzatùri,
rramazzè<-palat.5--rramazzàri,
rramolìva,leniz.12 vocal.10
rrampichèssë<-palat.2--rrampicàrisi<-afer.1--arrampicàrisi,leniz.1 vocal.7.b
rrampè<-palat.5--rrampàri,
rrampìn<-leniz.16--rrampìnu,vocal.10
rramàda<-leniz.5--rramàta,
rramàghja<-degem.9--rramàgghja,
rramàrö<-vocal.5.a--rramàru,
rramàzza,
rramàzzö<-vocal.5.a--rramàzzu,
rramïè<-palat.10--rramïàri,
rranchè<-palat.1--rrancàri<-afer.1--arrancàri,
rranciàda<-leniz.5--rranciàta,assib.9
rrancàda<-leniz.5--rrancàta,
rrancùrö<-vocal.5.a--rrancùru,vocal.5.c
rranö̀ghja<-vocal.5.c--rranùghja<-degem.9--rranùgghja,
rrantö̀n<-leniz.14--rrantùni,
rranzedìsciö<-vocal.7.b--rranzidìsciö<-inf.4--rranzidìri<-assib.9--rrancidìri,vocal.10
rrapö̀n<-leniz.14--rrapùni,leniz.3
rrapïè<-palat.10--rrapïàri,leniz.3
rrapòcia<-degem.7--rrapòccia,ditt.2.b leniz.3
rrapòciö<-vocal.5.a--rrapòciu<-degem.7--rrapòcciu<-degem.5--rrappòcciu,ditt.2.b leniz.3
rrascadìna<-leniz.5--rrascatìna,elim.3 elim.5 vocal.10
rrascadùra<-leniz.5--rrascatùra,vocal.5.c
rraschè<-palat.1--rrascàri,
rrascàda<-leniz.5--rrascàta,
rrasö̀n<-leniz.14--rrasùni,
rraspàda<-leniz.5--rraspàta,
rraspè<-palat.5--rraspàri,
rrassegnèssë<-vocal.7.b--rrassignèssë<-palat.6--rrassignàrisi,
rrassömeghjànza<-vocal.7.b--rrassömighjànza<-vocal.5.a--rrassumighjànza<-degem.9--rrassumigghjànza,
rrassömeghjè<-vocal.7.b--rrassömighjè<-vocal.5.a--rrassumighjè<-palat.5--rrassumighjàri<-degem.9--rrassumigghjàri,
rrasteddè<-vocal.7.b--rrastiddè<-palat.5--rrastiddàri<-degem.4--rrastiḍḍàri,
rrastèö<-vocal.5.a--rrastèu<-degem.20--rrastèḍḍu,ditt.1.b
rrastïè<-palat.10--rrastïàri,
rrastölàda<-vocal.5.a--rrastulàda<-leniz.5--rrastulàta,leniz.12
rrasuòla<-ditt.2.b--rrasòla,leniz.12
rrasuòö<-vocal.5.a--rrasuòu<-leniz.12--rrasuòlu<-ditt.2.b--rrasòlu,
rrasè<-palat.5--rrasàri,
rrasìnö<-vocal.5.a--rrasìnu,assib.2 vocal.10
rrasìzzö<-vocal.5.a--rrasìzzu,assib.2 vocal.10
rrasòliö<-vocal.5.a--rrasòliu,ditt.2.b leniz.12
rrasölàda<-vocal.5.a--rrasulàda<-leniz.5--rrasulàta,leniz.12
rratièra<-ditt.1.b--rratèra<-degem.2--rrattèra,
rratèdda<-degem.4--rratèḍḍa<-degem.2--rrattèḍḍa,ditt.1.b
rratìchja<-degem.7--rratìcchja,leniz.19.e leniz.5 vocal.10
rravïòla,ditt.2.b leniz.12
rrazzè<-palat.5--rrazzàri,
rre,
rrebascè<-vocal.7.b--rribascè<-palat.7--rribasciàri<-degem.6--rribbasciàri,
rrebatarìa<-vocal.7.b--rribatarìa<-degem.6--rribbatarìa<-degem.2--rribbattarìa,vocal.10
rrebatùda<-vocal.7.b--rribatùda<-leniz.5--rribatùta<-degem.6--rribbatùta<-degem.2--rribbattùta,vocal.5.c
rrebö̀cö<-vocal.7.b--rribö̀cö<-vocal.5.c--rribùcö<-vocal.5.a--rribùcu<-degem.7--rribùccu<-degem.6--rribbùccu,
rrebö̀n<-vocal.8.a--rrubö̀n<-leniz.14--rrubùni<-degem.6--rrubbùni,
rrebö̀tö<-vocal.7.b--rribö̀tö<-vocal.5.c--rribùtö<-vocal.5.a--rribùtu<-degem.6--rribbùtu<-degem.2--rribbùttu,
rrebutè<-vocal.7.b--rributè<-palat.5--rributàri<-degem.6--rribbutàri<-degem.2--rribbuttàri,vocal.11
rrebàncö<-vocal.7.b--rribàncö<-vocal.5.a--rribàncu<-degem.6--rribbàncu,
rrebàrberö<-vocal.7.b--rribàrbirö<-vocal.5.a--rribàrbiru<-degem.6--rribbàrbiru,
rrebàtetö<-vocal.7.b--rribàtitö<-vocal.5.a--rribàtitu<-degem.6--rribbàtitu<-degem.2--rribbàttitu,leniz.5
rrebàtö<-vocal.7.b--rribàtö<-inf.3.a--rribàtiri<-degem.6--rribbàtiri<-degem.2--rribbàttiri,
rreböcadìna<-vocal.7.b--rriböcadìna<-vocal.5.a--rribucadìna<-leniz.5--rribucatìna<-degem.7--rribuccatìna<-degem.6--rribbuccatìna,vocal.10
rreböchè<-vocal.7.b--rriböchè<-vocal.5.a--rribuchè<-degem.8--rribuccàri<-degem.6--rribbuccàri,
rrebötè<-vocal.7.b--rribötè<-vocal.5.a--rributè<-palat.5--rributàri<-degem.6--rribbutàri<-degem.2--rribbuttàri,
rrecampè<-vocal.7.b--rricampè<-palat.5--rricampàri<-afer.1--arricampàri,
rrecanö̀sciö<-vocal.7.b--rricanö̀sciö<-vocal.5.c--rricanùsciö<-inf.3.b.1--rricanùsciri,
rrecheghjùda<-vocal.8.b--rrecughjùda<-vocal.7.b--rricughjùda<-leniz.5--rricughjùta<-degem.9--rricugghjùta,
rrechjelö̀n<-vocal.8.a--rruchjulö̀n<-leniz.14--rruchjulùni<-degem.7--rrucchjulùni,leniz.12 leniz.19.e
rrechïè<-vocal.7.b--rrichïè<-palat.10--rrichïàri,leniz.1 leniz.19.h
rrechïèssë<-vocal.7.b--rrichïèssë<-palat.11--rrichïàrisi<-afer.1--arrichïàrisi,leniz.1 leniz.19.h
rrecitè<-palat.5--rrecitàri,assib.6.d leniz.5 vocal.7.b
rrecièdö<-vocal.7.b--rricièdö<-inf.3.a--rricièdiri<-ditt.1.b--rricèdiri,assib.6.d
rrecö̀rrö<-vocal.7.b--rricö̀rrö<-vocal.5.c--rricùrrö<-inf.3.a--rricùrriri,leniz.1
rrecö̀rsö<-vocal.7.b--rricö̀rsö<-vocal.5.c--rricùrsö<-vocal.5.a--rricùrsu,leniz.1
rrecràmö<-vocal.5.a--rrecràmu,leniz.2
rrecuntè<-vocal.7.b--rricuntè<-palat.5--rricuntàri,vocal.5.a 
rrecuparè<-vocal.7.b--rricuparè<-palat.5--rricuparàri,leniz.1 leniz.3 vocal.11
rrecuòghjö<-vocal.7.b--rricuòghjö<-inf.3.c--rricuòghjiri<-ditt.2.b--rricòghjiri<-degem.9--rricògghjiri<-afer.1--arricògghjiri,leniz.1
rrecòta<-vocal.7.b--rricòta<-degem.2--rricòtta,ditt.2.b leniz.1
rrecöghjùda<-vocal.7.b--rricöghjùda<-vocal.5.a--rricughjùda<-leniz.5--rricughjùta<-degem.9--rricugghjùta,leniz.1 vocal.5.c
rrecömandàda<-vocal.7.b--rricömandàda<-vocal.5.a--rricumandàda<-leniz.5--rricumandàta<-dissim.2--rricumannàta<-degem.7--rriccumannàta,leniz.1
rrecömandè<-vocal.7.b--rricömandè<-vocal.5.a--rricumandè<-palat.5--rricumandàri<-dissim.2--rricumannàri,leniz.1
rrecöparè<-vocal.7.b--rricöparè<-vocal.5.a--rricuparè<-palat.5--rricuparàri,leniz.1
rrecötàrö<-vocal.7.b--rricötàrö<-vocal.5.a--rricutàru<-degem.2--rricuttàru,leniz.1 
rrecötïè<-vocal.7.b--rricötïè<-vocal.5.a--rricutïè<-palat.10--rricutïàri<-degem.2--rricuttïàri,leniz.1
rredepö̀ntö<-vocal.5.c--rredepùntö<-vocal.5.a--rredepùntu<-leniz.5--rretepùntu,leniz.3
rredepöntïè<-vocal.7.b--rredipöntïè<-vocal.5.a--rredipuntïè<-palat.10--rredipuntïàri<-leniz.5--rretipuntïàri,leniz.3
rredità<-vocal.7.b--rridità,leniz.5 vocal.7.b
rredö̀n<-vocal.7.b--rridö̀n<-leniz.5--rritö̀n<-leniz.14--rritùni,
rredògiö<-vocal.7.b--rridògiö<-vocal.5.a--rridògiu<-degem.9--rridòggiu,ditt.2.b
rredögnè<-vocal.7.b--rridögnè<-vocal.5.a--rridugnè<-palat.5--rridugnàri<-leniz.5--rritugnàri,
rredùsgiö<-vocal.7.b--rridùsgiö<-inf.3.b.2--rridùsgiri<-assib.6.c--rridùciri,vocal.5.c
rrefeghè<-vocal.7.b--rrifighè<-palat.3--rrifigàri<-leniz.1--rrificàri,
